ID P.F,NOMBRE FANTASIA,PROV,DEP,SEGMENTO,SUBSEGMENTACION,STOCK ROLLO,STOCK RESMA,STOCK SUBE,STOCK PRISMA
5449559,AGBL LILA PRODUCTOS DE LIMPIEZA,MENDOZA,1,5.D,6,"1,706","0,450","0,000","2,000"
5449602,AGBL LILA PRODUCTOS DE LIMPIEZA Y ANEXOS,MENDOZA,1,5.D,6,"1,813","0,000","0,000","9,000"
13049092,AGBL LIMON 4,TIERRA DEL FUEGO,1,4.C,4,"0,000","0,000","0,000","0,000"
6149583,AGBL LO DE RODRI,SAN LUIS,1,2.A,3,"4,241","0,506","0,000","3,354"
6249154,AGBL LO DE TOMI,TUCUMAN,1,4.C,4,"2,000","0,000","0,000","7,657"
9749711,AGBL LOGIDRINK,SAN LUIS,1,N,2,"0,000","0,000","0,000","0,000"
11449139,AGBL M & T,JUJUY,1,4.C,4,"0,459","0,296","0,000","0,000"
10049108,AGBL M Y L EL BALDE,SANTIAGO DEL ESTERO,1,4.C,4,"0,368","0,000","0,000","4,000"
9749732,AGBL MA.JU.BA,JUJUY,1,5.D,6,"1,511","0,000","0,000","3,992"
6949769,AGBL MAMRE HEBRON,SAN LUIS,1,N,2,"3,321","0,500","0,000","0,000"
12749473,AGBL MARILINA BULTER,CORDOBA,1,4.C,4,"3,337","0,000","0,000","0,874"
9849286,AGBL MATIKIOSCO,BUENOS AIRES,1,4.C,4,"4,611","0,000","0,000","8,000"
12749412,AGBL MAUMUS&MAUMUS SEGUROS,BUENOS AIRES,1,4.C,4,"-0,244","0,000","0,000","1,551"
13049009,AGBL MAXI JOAQUINA,ENTRE RIOS,1,5.D,6,"-0,021","0,000","0,000","-0,004"
12849974,AGBL MAXIKIOSCO BELELOS,BUENOS AIRES,1,N,2,"1,198","0,000","0,000","0,000"
12949283,AGBL MAXIKIOSCO EL DIGITAL,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
9849275,AGBL MAXIKIOSCO EL LEON,SANTA FE,1,5.D,6,"6,883","0,000","0,000","1,000"
12849947,AGBL MAXIKIOSCO FONSECA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12849711,AGBL MAXIKIOSCO LAMPU,BUENOS AIRES,1,5.D,6,"0,638","0,000","0,000","0,000"
12849655,AGBL MAXIKIOSCO LAUTY Y SIL,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
13049692,AGBL MAXIKIOSCO LUNA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
13049110,AGBL MAXIKIOSCO LYM,BUENOS AIRES,1,4.C,4,"1,568","0,000","0,000","8,857"
13049149,AGBL MAXIKIOSCO MAMINA,SAN JUAN,1,N,2,"5,983","0,000","0,000","0,000"
13049150,AGBL MAXIKIOSKO SAN EXPEDITO,SALTA,1,N,2,"0,000","0,000","0,000","0,000"
9649010,AGBL MELTOM,BUENOS AIRES,1,N,2,"-0,050","-0,020","0,000","-0,026"
9749772,AGBL MERCADITO DON ALONSO,CHACO,1,5.D,6,"7,738","0,000","0,000","1,000"
9749802,AGBL MERCADITO ESPERANZA,SAN LUIS,1,5.D,6,"-0,010","0,000","0,000","-0,013"
9749770,AGBL MERCADITO LA FAMILIA,CORDOBA,1,5.D,6,"-0,054","0,000","0,000","0,964"
9749706,AGBL MERCADITO VICTORIA,SAN LUIS,1,N,2,"0,000","0,000","0,000","0,000"
6149507,AGBL MIJAZ,MENDOZA,1,N,2,"0,000","0,310","0,000","0,000"
9849272,AGBL MINIMARKET 872,SANTA FE,1,N,2,"0,000","0,000","0,000","0,000"
9749678,AGBL MINIMARKET EL RINCON,MENDOZA,1,4.C,4,"0,454","0,288","0,000","4,847"
9849305,AGBL MINIMERCADO,BUENOS AIRES,1,5.D,6,"-0,031","0,000","0,000","0,000"
9749777,AGBL MINIMERCADO DIAZ,BUENOS AIRES,1,5.D,6,"4,563","0,000","0,000","1,000"
9749727,AGBL MINIMERCADO LOS CARDOS,BUENOS AIRES,1,5.D,6,"0,296","0,000","0,000","0,944"
9749718,AGBL MINIMERCADO MEDALLA,SAN LUIS,1,N,2,"0,499","0,000","0,000","0,000"
12849955,AGBL MORALES,SALTA,1,5.D,6,"3,797","0,000","0,000","-0,001"
12949333,AGBL MULTISERVICIOS DOMINGUEZ,BUENOS AIRES,1,N,2,"7,957","0,000","0,000","0,000"
12949716,AGBL MUNUS,SAN JUAN,1,5.D,6,"-0,050","-0,006","0,000","-0,023"
12849853,AGBL NAHUEL 2,CHUBUT,1,5.D,6,"0,000","0,000","0,000","0,000"
5449568,AGBL NINA,RIO NEGRO,1,4.C,4,"1,946","0,000","0,000","5,853"
6249150,AGBL NININA LIMPIEZA Y PERFUMERIA,ENTRE RIOS,1,N,2,"0,000","0,000","0,000","0,000"
12749338,AGBL NORDEL,BUENOS AIRES,1,N,2,"2,677","0,334","0,000","0,000"
12849824,AGBL NORMAS ALMACEN,SANTIAGO DEL ESTERO,1,4.C,4,"-0,061","0,000","0,000","3,899"
10349381,AGBL NR SEGUROS RINCON,NEUQUEN,1,N,2,"7,535","0,000","0,000","0,000"
12749356,AGBL OCTANO SEGUROS,MENDOZA,1,N,2,"0,638","0,000","0,000","0,000"
12649601,AGBL OJALA,CORDOBA,1,N,2,"0,708","0,000","0,000","0,000"
12749301,AGBL ORGANIZACION FUSSI I,BUENOS AIRES,1,N,2,"0,000","0,500","0,000","0,000"
7849095,AGBL ORGANIZACION LOPEZ VALERIA,FORMOSA,1,N,2,"39,843","0,000","0,000","0,000"
12749566,AGBL ORGANIZACION MERCEDES SEGUROS,SAN LUIS,1,N,2,"0,000","0,000","0,000","0,000"
12749486,AGBL ORGANIZACION VAZQUEZ,BUENOS AIRES,1,5.D,6,"-0,038","0,000","0,000","0,000"
11449133,AGBL PAGO FACIL EL DONGA,MENDOZA,1,N,2,"0,000","0,032","0,000","1,000"
12849849,AGBL PAGOS CINTIA,BUENOS AIRES,1,4.C,4,"-0,073","0,000","0,000","1,988"
12849815,AGBL PAGOS DON OSVALDO,MENDOZA,1,N,2,"0,327","0,000","0,000","0,000"
12749311,AGBL PAGOS GRUPO MATTHEWS,RIO NEGRO,1,5.D,6,"12,631","0,000","0,000","0,000"
12849630,AGBL PAGOS LA UNICA,BUENOS AIRES,1,N,2,"0,871","0,000","0,000","0,000"
6149581,AGBL PAGOS OLGA,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12749442,AGBL PAGOS SYM,BUENOS AIRES,1,N,2,"3,604","0,000","0,000","0,000"
8649122,AGBL PANADERIA Y CONFITERIA AZCHERITO,CORDOBA,1,N,2,"7,555","0,000","0,000","0,000"
12249240,AGBL PAPELERA LOS HORNOS,BUENOS AIRES,1,4.C,4,"0,566","0,102","0,000","0,640"
11749044,AGBL PASE SHOW,CORDOBA,1,5.D,6,"-0,021","0,000","0,000","0,000"
9749764,AGBL PEPEBRU,BUENOS AIRES,1,N,2,"0,239","0,000","0,000","0,000"
12949370,AGBL PEQUENITOS PANALERA Y TIENDA DE,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
5749058,AGBL PIZZA STEVE,SALTA,1,5.D,6,"0,000","0,000","0,000","4,000"
6949957,AGBL PLUS ELECTRONICA,BUENOS AIRES,1,5.D,6,"-0,039","-0,022","0,000","-0,040"
12949746,AGBL POLIRRUBRO LOS PINGUIS,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
9849266,AGBL POLIRRUBRO MICKY,BUENOS AIRES,1,N,2,"0,844","0,000","0,000","0,000"
12949665,AGBL POLIRRUBRO ROSSO,BUENOS AIRES,1,5.D,6,"-0,040","0,000","0,000","-0,021"
12949773,AGBL POLIRUBRO ARGENDOMIC,BUENOS AIRES,1,5.D,6,"-0,050","-0,010","0,000","-0,008"
12949424,AGBL POLI-RUBRO BEBETO,LA PAMPA,1,5.D,6,"0,000","0,000","0,000","4,000"
12949393,AGBL POLIRUBRO CECY,TUCUMAN,1,5.D,6,"0,905","0,000","0,000","4,965"
12949784,AGBL POLIRUBRO DE TODITO,BUENOS AIRES,1,N,2,"5,997","-0,010","0,000","3,997"
12149165,AGBL POLLERIA NANCY,SALTA,1,4.C,4,"0,071","0,000","0,000","2,923"
12749472,AGBL PRODUCTOR DE SEGUROS ERRAMUSPE,ENTRE RIOS,1,4.C,4,"-0,168","0,000","0,000","-0,047"
12749251,AGBL PRODUCTORA DE SEGUROS LA QUIACA,JUJUY,1,5.D,6,"-0,059","0,470","0,000","1,926"
11449176,AGBL PUNTO FACIL,BUENOS AIRES,1,N,2,"1,327","0,000","0,000","2,000"
10049105,AGBL RAFAELA ELECTRO,SANTA FE,1,4.C,4,"2,041","0,000","0,000","0,862"
6949790,AGBL RAYITO DE SOL,ENTRE RIOS,1,5.D,6,"-0,006","0,000","0,000","-0,007"
12949110,AGBL REGIONALES CARLITOS,SAN LUIS,1,4.C,4,"1,344","0,500","0,000","3,000"
6949821,AGBL REVE CUADERNOS,ENTRE RIOS,1,5.D,6,"3,369","0,000","0,000","3,877"
10949082,AGBL ROCAPET,SAN LUIS,1,N,2,"-0,010","0,000","0,000","0,000"
13049400,AGBL RP724,CAPITAL FEDERAL,1,5.D,6,"2,645","0,000","0,000","3,875"
12749299,AGBL SAGANU,BUENOS AIRES,1,N,2,"2,783","0,500","0,000","0,000"
9749670,AGBL SANTERIA SAN JORGE II,CHUBUT,1,4.C,4,"0,440","0,670","0,000","7,984"
9749715,AGBL SANTI CASH,SAN LUIS,1,5.D,6,"1,549","0,000","0,000","1,000"
12749468,AGBL SEGURO F PALMA,MENDOZA,1,5.D,6,"-0,050","0,000","0,000","1,985"
12749608,AGBL SEGUROS,JUJUY,1,N,2,"-0,062","0,000","0,000","-0,087"
12749350,AGBL SEGUROS ALONSO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749363,AGBL SEGUROS APR,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
12749272,AGBL SEGUROS AZAR MARCELA,CHUBUT,1,5.D,6,"2,941","0,358","0,000","-0,012"
12749303,AGBL SEGUROS BAILLERES,BUENOS AIRES,1,5.D,6,"1,761","0,500","0,000","0,000"
12749373,AGBL SEGUROS CALDERON,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749182,AGBL SEGUROS CASUCHELLI SANDRA GRACIELA,TUCUMAN,1,4.C,4,"0,062","0,500","0,000","4,913"
12749288,AGBL SEGUROS CATAN,BUENOS AIRES,1,N,2,"1,499","0,496","0,000","0,000"
12749404,AGBL SEGUROS CIURCA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749396,AGBL SEGUROS CORREA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749415,AGBL SEGUROS DE JESUS,BUENOS AIRES,1,5.D,6,"0,315","0,000","0,000","0,000"
10349332,AGBL SEGUROS DEL CASTILLO,SANTA FE,1,4.C,4,"0,465","-0,010","0,000","6,680"
12749429,AGBL SEGUROS DIAS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749411,AGBL SEGUROS ENRIA CAROLINA,SANTA FE,1,5.D,6,"-0,045","0,000","0,000","1,000"
12749631,AGBL SEGUROS FAIOLA,BUENOS AIRES,1,N,2,"0,654","0,000","0,000","1,805"
12749221,AGBL SEGUROS GABRIEL PALMA,MENDOZA,1,4.C,4,"-0,037","0,500","0,000","3,673"
12749389,AGBL SEGUROS GARBARI,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749298,AGBL SEGUROS GARCIA,BUENOS AIRES,1,4.C,4,"-0,155","0,000","0,000","3,813"
12749308,AGBL SEGUROS GENERALES,BUENOS AIRES,1,N,2,"0,262","0,000","0,000","0,000"
12749344,AGBL SEGUROS GENERALES,BUENOS AIRES,1,N,2,"4,151","0,458","0,000","0,000"
12749309,AGBL SEGUROS GERK,BUENOS AIRES,1,5.D,6,"-0,063","0,000","0,000","0,942"
12749205,AGBL SEGUROS GONZALEZ CECILIA,LA RIOJA,1,4.C,4,"-0,092","0,436","0,000","0,000"
12749310,AGBL SEGUROS GUERRA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749185,AGBL SEGUROS GUSTAVO GOMEZ,MENDOZA,1,4.C,4,"-0,146","0,500","0,000","-0,143"
12749459,AGBL SEGUROS JORGE BOLINAGA,SAN LUIS,1,5.D,6,"1,018","0,000","0,000","0,000"
12749263,AGBL SEGUROS JULIAN GARCIA,SALTA,1,5.D,6,"0,723","0,490","0,000","2,911"
12749266,AGBL SEGUROS JULIAN GARCIA 2,SALTA,1,N,2,"2,734","0,496","0,000","0,000"
12749264,AGBL SEGUROS JULIAN GARCIA 3,SALTA,1,4.C,4,"-0,096","0,490","0,000","0,945"
12749265,AGBL SEGUROS JULIAN GARCIA 4,SALTA,1,N,2,"3,860","0,490","0,000","0,000"
12749262,AGBL SEGUROS LAGLERA RODRIGO,CHUBUT,1,5.D,6,"3,722","0,324","0,000","0,000"
12749625,AGBL SEGUROS LAMBERTUCCI,BUENOS AIRES,1,N,2,"0,089","0,000","0,000","0,000"
12749417,AGBL SEGUROS LP,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749312,AGBL SEGUROS LUCENA,RIO NEGRO,1,N,2,"0,000","0,000","0,000","0,000"
12749269,AGBL SEGUROS MARCOS JUAN MANUEL,CHUBUT,1,5.D,6,"1,803","0,500","0,000","0,994"
12749398,AGBL SEGUROS MARENGO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749436,AGBL SEGUROS MARTA PAUL,ENTRE RIOS,1,4.C,4,"37,277","0,000","0,000","0,932"
7749024,AGBL SEGUROS MORIONES,BUENOS AIRES,1,N,2,"0,212","0,000","0,000","0,000"
12749271,AGBL SEGUROS ORG. AUSTRAL COMODORO,CHUBUT,1,5.D,6,"3,620","0,316","0,000","0,000"
10349339,AGBL SEGUROS ORG. CELIBERTI,SANTA FE,1,5.D,6,"1,390","0,000","0,000","1,000"
12749431,AGBL SEGUROS PACCOT CARLOS RAMIRO,ENTRE RIOS,1,N,2,"2,946","0,000","0,000","0,000"
12749427,AGBL SEGUROS PERINETTI,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
12749358,AGBL SEGUROS PORRATO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749416,AGBL SEGUROS PURITA,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749283,AGBL SEGUROS RASTELLI,BUENOS AIRES,1,N,2,"3,406","0,500","0,000","0,000"
12749388,AGBL SEGUROS RIZZO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749304,AGBL SEGUROS RODRIGUEZ EDUARDO,BUENOS AIRES,1,5.D,6,"2,603","0,000","0,000","0,000"
12749444,AGBL SEGUROS RODRIGUEZ MIGUEL DAVID,ENTRE RIOS,1,5.D,6,"38,990","0,000","0,000","0,000"
12749406,AGBL SEGUROS ROJAS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749392,AGBL SEGUROS ROMANELLO,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12749305,AGBL SEGUROS ROTOLO,BUENOS AIRES,1,5.D,6,"0,255","0,000","0,000","4,847"
12749347,AGBL SEGUROS ROTTE,BUENOS AIRES,1,N,2,"4,711","0,492","0,000","0,000"
12749381,AGBL SEGUROS RS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
12749471,AGBL SEGUROS SAENZ MARIA MARTA,ENTRE RIOS,1,4.C,4,"5,803","0,000","0,000","0,000"
12749243,AGBL SEGUROS SERGIO AGUSTIN NIEVAS,SAN LUIS,1,N,2,"0,514","0,486","0,000","0,000"
12749300,AGBL SEGUROS SM,BUENOS AIRES,1,N,2,"2,779","0,376","0,000","0,000"
12749355,AGBL SEGUROS Y GESTORIA VALLE,BUENOS AIRES,1,5.D,6,"-0,049","0,000","0,000","0,919"
12849950,AGBL SERV TEC Y VENTA DE ACC J Y G,NEUQUEN,1,N,2,"39,866","0,000","0,000","0,000"
8249201,AGBL SERVICIO YRIGOYEN,BUENOS AIRES,1,5.D,6,"0,896","0,000","0,000","2,000"
12749414,AGBL SIN NOMBRE,BUENOS AIRES,1,5.D,6,"5,364","0,000","0,000","0,000"
6949844,AGBL SINALOA,CAPITAL FEDERAL,1,4.C,4,"0,000","0,000","0,000","1,000"
12649424,AGBL SOSA,SAN JUAN,1,N,2,"3,778","0,500","0,000","0,000"
5649012,AGBL STUDIO 15 DISQUERIA,MENDOZA,1,5.D,6,"0,000","0,866","0,000","1,000"
12849775,AGBL SUPER KIOSCO LA ESQUINA,FORMOSA,1,N,2,"0,737","0,000","0,000","0,000"
12849774,AGBL SUPER KIOSCO LA ESQUINA 2,FORMOSA,1,N,2,"0,783","0,000","0,000","0,000"
12649466,AGBL TAMAYO,MENDOZA,1,N,2,"1,345","0,492","0,000","0,000"
7449240,AGBL TAVERNITI RONDEAU,TUCUMAN,1,4.C,4,"0,260","0,000","0,000","1,880"
6049072,AGBL TECNO FISHING,CHUBUT,1,5.D,6,"0,000","0,000","0,000","1,000"
6349511,AGBL TELEFONIA REAL CELL,BUENOS AIRES,1,2.A,3,"1,327","2,466","0,000","8,383"
7449214,AGBL TIENDA BUBU,JUJUY,1,4.C,4,"0,255","0,000","0,000","5,799"
13049012,AGBL TRES ASES CELL,SANTIAGO DEL ESTERO,1,4.C,4,"1,718","0,000","0,000","3,886"
9949035,AGBL TRICOLOR GROUPBA,CAPITAL FEDERAL,1,N,2,"0,000","0,926","0,000","0,000"
9049069,AGBL TRONADOR PAGOS,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","4,000"
6949802,AGBL TU LIBRERIA,RIO NEGRO,1,N,2,"0,000","0,000","0,000","0,000"
7249235,AGBL TZ BELLEZA Y ESTETICA,BUENOS AIRES,1,5.D,6,"3,552","-0,080","0,000","3,251"
12849406,AGBL URBANO,SAN JUAN,1,4.C,4,"-0,523","-0,048","0,000","3,189"
12749420,AGBL V Y V SEGUROS,BUENOS AIRES,1,5.D,6,"1,020","0,000","0,000","3,000"
7849094,AGBL VALVERDE INMOB. Y CONSTR.,BUENOS AIRES,1,N,2,"0,453","0,874","0,000","0,000"
12749456,AGBL VC GESTORIA DEL AUTOMOTOR,SANTA FE,1,5.D,6,"0,000","0,000","0,000","1,000"
10349313,AGBL VENTANA UNICA DE TRAMITES,TUCUMAN,1,N,2,"0,353","0,000","0,000","0,000"
8449006,AGBL VERDE GROW,CAPITAL FEDERAL,1,N,2,"3,849","0,322","0,000","0,000"
7949079,AGBL VIBO,BUENOS AIRES,1,5.D,6,"0,252","0,000","0,000","0,000"
8249167,AGBL VICENT TRAVEL,TUCUMAN,1,N,2,"3,924","0,484","0,000","0,000"
6149493,AGBL VILLARREAL,SAN JUAN,1,5.D,6,"0,816","0,000","0,000","1,000"
12149171,AGBL VINERIA DEL NORTE,JUJUY,1,5.D,6,"0,968","0,500","0,000","5,000"
12849361,AGBL VIRGEN DE FATIMA,SAN JUAN,1,N,2,"0,000","0,480","0,000","0,000"
12649431,AGBL VIRGEN DEL CARMEN,SAN LUIS,1,N,2,"2,543","0,500","0,000","0,000"
6149616,AGBL VITMAR,BUENOS AIRES,1,5.D,6,"2,006","0,000","0,000","4,000"
12749209,AGBL ZAMAR SERVICIO INTEGRALES,SAN LUIS,1,5.D,6,"0,935","0,500","0,000","0,982"
8249230,AGC SERVICIOS CABAS,NEUQUEN,1,N,2,"1,304","0,000","0,000","4,761"
13049636,AGCA  MAXIKIOSCO AVENIDA I,TUCUMAN,1,5.D,6,"-0,130","0,000","0,000","-0,084"
12949703,AGCA  MT POLIRRUBRO,SANTIAGO DEL ESTERO,1,N,2,"-0,090","0,000","0,000","-0,020"
13049278,AGCA AGENCIA 44,RIO NEGRO,1,4.C,4,"1,145","0,000","0,000","2,000"
12949683,AGCA AGENCIA SONIA,BUENOS AIRES,1,5.D,6,"-0,012","0,000","0,000","-0,006"
12149286,AGCA ALMACEN MI ANGEL,LA PAMPA,1,N,2,"-0,054","0,000","0,000","-0,017"
5449603,AGCA ANPAU HOME CENTER,TUCUMAN,1,5.D,6,"0,000","0,000","0,000","0,000"
12949530,AGCA AQUI Y AHORA,SANTIAGO DEL ESTERO,1,5.D,6,"4,821","0,000","0,000","3,967"
12149220,AGCA ARCOIRIS,RIO NEGRO,1,5.D,6,"0,000","0,000","0,000","0,000"
6249158,AGCA BELLA VICTORIA,RIO NEGRO,1,5.D,6,"-0,231","0,000","0,000","-0,175"
7449265,AGCA BELLAS BOUTIQUE,SALTA,1,N,2,"0,634","0,000","0,000","2,000"
9749886,AGCA BUENAS RAICES,RIO NEGRO,1,5.D,6,"0,000","0,000","0,000","0,000"
13049726,AGCA BUNQUER,SALTA,1,5.D,6,"-0,074","-0,036","0,000","-0,031"
12749594,AGCA CATHERINE SEGUROS,NEUQUEN,1,N,2,"-0,026","0,000","0,000","-0,048"
12749620,AGCA CELESTE GARCIA PAGOS,BUENOS AIRES,1,N,2,"5,164","0,000","0,000","3,939"
8249211,AGCA CENTRO DE COBROS CALAFATE,SANTA CRUZ,1,3.B,4,"3,928","0,000","0,000","4,000"
12649691,AGCA CHANCE,CORDOBA,1,5.D,6,"0,000","0,000","0,000","0,000"
13049331,AGCA CRS RESPALDO TANDIL,BUENOS AIRES,1,4.C,4,"-0,346","0,000","0,000","1,713"
6449476,AGCA DELEGACION BARRIO GUEMES,CORRIENTES,1,5.D,6,"-0,055","0,000","0,000","-0,048"
6449480,AGCA DELEGACION BARRIO NICOLINI,CORRIENTES,1,5.D,6,"-0,095","0,000","0,000","-0,044"
6449473,AGCA DELEGACION BARRIO SAN MARTIN,CORRIENTES,1,5.D,6,"-0,076","0,000","0,000","-0,033"
13049312,AGCA DESPENSA C Y M MINIMARKET,CORDOBA,1,5.D,6,"0,000","0,000","0,000","3,000"
6149663,AGCA DESPENSA LA FAMILIA,RIO NEGRO,1,5.D,6,"0,000","0,000","0,000","0,000"
12149247,AGCA DESPENSA MAITE,LA PAMPA,1,N,2,"1,446","0,000","0,000","2,000"
13049311,AGCA DESPENSA PABLO,SANTIAGO DEL ESTERO,1,5.D,6,"4,445","0,000","0,000","2,000"
12149271,AGCA DESPENSA SONRISAS,LA PAMPA,1,N,2,"1,984","0,000","0,000","1,597"
9749894,AGCA DESPENSA Y POLLOS DON CARLOS,JUJUY,1,N,2,"-0,019","0,000","0,000","-0,025"
12949514,AGCA DRUGSTORE JOCKEY,TUCUMAN,1,5.D,6,"2,325","0,000","0,000","1,917"
13049548,AGCA DRUGSTORE KEILA,TUCUMAN,1,5.D,6,"5,627","0,000","0,000","5,000"
13049401,AGCA DRUGSTORE ROSY,TUCUMAN,1,5.D,6,"0,000","0,000","0,000","0,000"
12949677,AGCA ECONOCLEAN,NEUQUEN,1,N,2,"0,693","-0,020","0,000","1,861"
13049316,AGCA ECT AUTOSERVICIO GUEMES,CORDOBA,1,4.C,4,"1,010","0,000","0,000","4,000"
11449170,AGCA ECT CUIDAD DEL ENCUENTRO,BUENOS AIRES,1,5.D,6,"4,475","0,000","0,000","7,000"
13049595,AGCA ECT MAXIKIOSCO GIAGETTO,CORDOBA,1,5.D,6,"0,000","0,000","0,000","0,000"
13049303,AGCA ECT MONKY,CORDOBA,1,5.D,6,"0,803","0,000","0,000","0,935"
13049588,AGCA EL DRUGSTORE,RIO NEGRO,1,N,2,"0,000","0,000","0,000","0,000"
13049729,AGCA EL KIOSCO D´CELESTE,SANTA FE,1,5.D,6,"-0,149","-0,028","0,000","-0,178"
6749243,AGCA EL LUIGI,NEUQUEN,1,N,2,"-0,030","-0,016","0,000","-0,015"
9849302,AGCA EL PRINCIPITO,SANTA CRUZ,1,5.D,6,"5,674","0,000","0,000","6,592"
7449271,AGCA EUFORIA 75,BUENOS AIRES,1,5.D,6,"-0,146","-0,030","0,000","-0,081"
13049537,AGCA FACSTORE,BUENOS AIRES,1,5.D,6,"7,554","0,000","0,000","24,000"
12749517,AGCA FINANCON,ENTRE RIOS,1,3.B,4,"4,000","0,000","0,000","3,000"
10449082,AGCA GALERIA VIENTOS DEL SUR,CHUBUT,1,5.D,6,"-0,071","-0,018","0,000","-0,077"
13049304,AGCA KALON,RIO NEGRO,1,4.C,4,"3,484","0,000","0,000","5,000"
13049536,AGCA KIOSCARDO,RIO NEGRO,1,N,2,"0,000","0,000","0,000","2,000"
13049640,AGCA KIOSCO AMAZONAS,NEUQUEN,1,N,2,"-0,046","0,000","0,000","-0,076"
9749876,AGCA KIOSCO DON ANGEL,BUENOS AIRES,1,4.C,4,"2,468","0,000","0,000","3,451"
13049669,AGCA KIOSCO EZE,BUENOS AIRES,1,N,2,"1,940","0,000","0,000","0,000"
12949597,AGCA KIOSCO FULL,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
13049457,AGCA KIOSCO GALLE,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","1,000"
13049448,AGCA KIOSCO LOS PICHONES,RIO NEGRO,1,N,2,"1,136","0,000","0,000","3,000"
12949598,AGCA KIOSCO LOS PINOS,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
13049452,AGCA KIOSCO MAR ABIERTO,RIO NEGRO,1,N,2,"-0,024","0,000","0,000","-0,002"
12149227,AGCA KIOSCO REAL,RIO NEGRO,1,N,2,"0,873","0,000","0,000","1,833"
13049494,AGCA KIOSCO REGALERIA ULISES,RIO NEGRO,1,N,2,"1,798","0,000","0,000","3,000"
13049270,AGCA KIOSCO ROMA,RIO NEGRO,1,5.D,6,"1,011","0,000","0,000","4,000"
13049357,AGCA KIOSCO TERRAZA,RIO NEGRO,1,5.D,6,"5,846","0,000","0,000","4,000"
12649689,AGCA LA CABALA LOCA,TUCUMAN,1,5.D,6,"4,090","0,000","0,000","3,000"
13049336,AGCA LA KOVACHA,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
9749864,AGCA LA TABERNA,RIO NEGRO,1,5.D,6,"0,000","0,000","0,000","1,000"
11349078,AGCA LAKSHMI,MENDOZA,1,N,2,"1,317","0,000","0,000","1,000"
6949953,AGCA LIBRERIA COPY MAC,BUENOS AIRES,1,5.D,6,"-0,114","-0,052","0,000","-0,051"
6949938,AGCA LIBRERIA FABER,NEUQUEN,1,N,2,"-0,043","-0,006","0,000","-0,038"
6949891,AGCA LIBRERIA MERLI,RIO NEGRO,1,5.D,6,"4,104","0,000","0,000","5,000"
6949901,AGCA LIBRERIA PAPELOTE,BUENOS AIRES,1,N,2,"0,889","0,000","0,000","0,788"
6949928,AGCA LIBRERIA RAYUELA,SANTA FE,1,5.D,6,"-0,248","0,000","0,000","-0,156"
6949956,AGCA LIBRERIA SUR,NEUQUEN,1,N,2,"-0,115","-0,056","0,000","-0,079"
11049459,AGCA LLUVIA DE SUENOS,CORDOBA,1,5.D,6,"0,000","0,000","0,000","1,000"
7149137,AGCA LO DE MARCO,SALTA,1,4.C,4,"2,783","0,000","0,000","4,652"
12949497,AGCA LO DE PAULA,RIO NEGRO,1,4.C,4,"3,979","0,000","0,000","8,000"
10049126,AGCA LOFER,TUCUMAN,1,5.D,6,"0,000","0,000","0,000","0,000"
12949550,AGCA LO-MAS,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12149237,AGCA LOS MANRRI,SANTA FE,1,5.D,6,"0,000","0,000","0,000","0,000"
13049327,AGCA LUCERO,CAPITAL FEDERAL,1,5.D,6,"0,000","0,000","0,000","0,000"
9749848,AGCA LYS REFRIGERACIONES,RIO NEGRO,1,5.D,6,"5,433","0,000","0,000","2,000"
