ID P.F,NOMBRE FANTASIA,PROV,DEP,SEGMENTO,SUBSEGMENTACION,STOCK ROLLO,STOCK RESMA,STOCK SUBE,STOCK PRISMA
8035062,CODIGO PAGO (062),BUENOS AIRES,1,N,2,"3,993","0,500","0,000","0,000"
8035063,CODIGO PAGO (063),BUENOS AIRES,1,5.D,6,"0,000","0,500","0,000","0,000"
8035064,CODIGO PAGO (064),BUENOS AIRES,1,N,2,"2,071","0,500","0,000","0,000"
8035065,CODIGO PAGO (065),BUENOS AIRES,1,5.D,6,"1,901","0,500","0,000","0,000"
8035066,CODIGO PAGO (066),BUENOS AIRES,1,N,2,"3,975","0,500","0,000","0,000"
8035067,CODIGO PAGO (067),BUENOS AIRES,1,5.D,6,"3,168","0,500","0,000","0,000"
8035069,CODIGO PAGO (069),BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
8035073,CODIGO PAGO (073),BUENOS AIRES,1,5.D,6,"3,970","0,500","0,000","0,000"
8035075,CODIGO PAGO (075),BUENOS AIRES,1,N,2,"3,989","0,500","0,000","0,000"
8035077,CODIGO PAGO (077),BUENOS AIRES,1,5.D,6,"3,953","0,500","0,000","0,000"
8035080,CODIGO PAGO (080),CAPITAL FEDERAL,1,5.D,6,"3,791","0,500","0,000","0,000"
8035085,CODIGO PAGO (085),JUJUY,1,5.D,6,"0,000","0,000","0,000","0,000"
8035086,CODIGO PAGO (086),JUJUY,1,N,2,"0,000","0,000","0,000","0,000"
8035088,CODIGO PAGO (088),JUJUY,1,5.D,6,"3,997","0,500","0,000","0,000"
8035090,CODIGO PAGO (090),JUJUY,1,5.D,6,"2,018","0,500","0,000","0,000"
8035091,CODIGO PAGO (091),JUJUY,1,5.D,6,"3,263","0,500","0,000","0,000"
8035092,CODIGO PAGO (092),JUJUY,1,5.D,6,"3,933","0,500","0,000","0,000"
8035094,CODIGO PAGO (094),JUJUY,1,N,2,"3,892","0,500","0,000","0,000"
8035095,CODIGO PAGO (095),JUJUY,1,N,2,"0,000","0,000","0,000","0,000"
8035096,CODIGO PAGO (096),JUJUY,1,5.D,6,"3,769","0,500","0,000","0,000"
8035099,CODIGO PAGO (099),JUJUY,1,5.D,6,"3,785","0,500","0,000","0,000"
8035100,CODIGO PAGO (100),JUJUY,1,N,2,"3,855","0,500","0,000","0,000"
8035106,CODIGO PAGO (106),TUCUMAN,1,N,2,"3,988","0,500","0,000","0,000"
8035107,CODIGO PAGO (107),TUCUMAN,1,5.D,6,"3,933","0,500","0,000","0,000"
8035113,CODIGO PAGO (113),BUENOS AIRES,1,N,2,"3,999","0,500","0,000","0,000"
8035114,CODIGO PAGO (114),BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
8035121,CODIGO PAGO (121),BUENOS AIRES,1,N,2,"3,992","0,500","0,000","0,000"
8035123,CODIGO PAGO (123),BUENOS AIRES,1,N,2,"3,992","0,500","0,000","0,000"
8035125,CODIGO PAGO (125),BUENOS AIRES,1,N,2,"3,999","0,500","0,000","0,000"
8035126,CODIGO PAGO (126),BUENOS AIRES,1,5.D,6,"3,988","0,500","0,000","0,000"
8035131,CODIGO PAGO (131),BUENOS AIRES,1,5.D,6,"3,919","0,500","0,000","0,000"
8035134,CODIGO PAGO (134),BUENOS AIRES,1,N,2,"3,999","0,500","0,000","0,000"
8035144,CODIGO PAGO (144),BUENOS AIRES,1,N,2,"3,999","0,500","0,000","0,000"
8035145,CODIGO PAGO (145),BUENOS AIRES,1,5.D,6,"3,962","0,500","0,000","0,000"
8035153,CODIGO PAGO (153),ENTRE RIOS,1,5.D,6,"3,974","0,500","0,000","0,000"
8035154,CODIGO PAGO (154),ENTRE RIOS,1,N,2,"3,996","0,500","0,000","0,000"
8035165,CODIGO PAGO (165),CHACO,1,N,2,"3,999","0,500","0,000","0,000"
8035166,CODIGO PAGO (166),CHACO,1,N,2,"3,923","0,500","0,000","0,000"
8035175,CODIGO PAGO (175),CORRIENTES,1,N,2,"3,999","0,500","0,000","0,000"
8035194,CODIGO PAGO (194),LA PAMPA,1,5.D,6,"3,998","0,500","0,000","0,000"
12449536,COFFE SHOPP,CORDOBA,1,1.VIP,2,"3,608","1,000","0,000","2,000"
7949090,COFFEE BREAK,SANTA FE,1,5.D,6,"0,000","0,000","0,000","0,000"
8249095,COFIN,BUENOS AIRES,1,5.D,6,"0,953","0,000","0,000","0,000"
7849028,COGLI PROPIEDADES,BUENOS AIRES,1,4.C,4,"1,759","0,000","0,000","2,000"
5449538,COLCHONERIA AYLEN,BUENOS AIRES,1,N,2,"1,235","0,652","0,000","0,000"
5449440,COLCHONERIA BAZAN,CORDOBA,1,2.A,3,"1,437","0,000","0,000","6,654"
6949836,COLIBRI,CORDOBA,1,N,2,"4,968","0,000","0,000","0,000"
5449604,COLIBRI,MENDOZA,1,N,2,"1,278","0,000","0,000","2,000"
6449414,COLLINS BASAVILBASO,ENTRE RIOS,1,4.C,4,"0,199","0,500","0,000","1,908"
6449424,COLLINS CLORINDA,FORMOSA,1,4.C,4,"1,817","0,500","0,000","3,826"
6449412,COLLINS COLON,ENTRE RIOS,1,4.C,4,"0,851","0,500","0,000","0,892"
6449413,COLLINS CURUZU CUATIA,CORRIENTES,1,5.D,6,"-0,046","0,500","0,000","1,932"
6449425,COLLINS EMPEDRADO,CORRIENTES,1,4.C,4,"-0,138","0,500","0,000","-0,026"
6449409,COLLINS FEDERACION,ENTRE RIOS,1,4.C,4,"1,723","0,500","0,000","1,949"
6449419,COLLINS GOYA,CORRIENTES,1,4.C,4,"0,313","0,500","0,000","5,824"
6449415,COLLINS GRAL. SAN MARTIN,CHACO,1,4.C,4,"0,620","0,500","0,000","2,835"
6449423,COLLINS GUALEGUAY,ENTRE RIOS,1,5.D,6,"1,601","0,500","0,000","4,000"
6449416,COLLINS GUALEGUAYCHU,ENTRE RIOS,1,4.C,4,"-0,113","0,500","0,000","5,000"
6449426,COLLINS ITUZAINGO,CORRIENTES,1,5.D,6,"1,734","0,500","0,000","0,000"
6449410,COLLINS MERCEDES,CORRIENTES,1,4.C,4,"0,645","0,500","0,000","2,880"
6449411,COLLINS RECONQUISTA,SANTA FE,1,5.D,6,"0,570","0,500","0,000","1,000"
6449408,COLLINS SALADA,CORRIENTES,1,4.C,4,"0,247","0,500","0,000","4,955"
6449421,COLLINS SAN JOSE,ENTRE RIOS,1,4.C,4,"-0,176","0,500","0,000","1,762"
6449417,COLLINS SANTA ELENA,ENTRE RIOS,1,4.C,4,"0,914","0,500","0,000","1,935"
6449427,COLLINS SANTO TOME,CORRIENTES,1,5.D,6,"-0,103","0,500","0,000","1,000"
6449422,COLLINS URDINARRAIN,ENTRE RIOS,1,3.B,4,"-0,285","0,500","0,000","5,776"
6449418,COLLINS VIALE,ENTRE RIOS,1,4.C,4,"-0,175","0,500","0,000","3,878"
6449420,COLLINS VILLA OCAMPO,SANTA FE,1,5.D,6,"-0,035","0,500","0,000","1,000"
13049689,COLON,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
6949936,COLON LIBRERIA REGALERIA Y MERCERIA,CORDOBA,1,N,2,"-0,098","-0,012","0,000","-0,056"
10249726,COLORADO EL 32,BUENOS AIRES,1,N,2,"0,144","0,000","0,000","0,000"
6949746,COLORES LIBRERIA Y KIOSCO,BUENOS AIRES,1,4.C,4,"-0,270","-0,160","0,000","2,870"
6949840,COLORES PRIMARIOS,SANTA FE,1,3.B,4,"2,481","0,000","0,000","7,634"
6949817,COLORIN COLORADO,SANTA FE,1,1.VIP,2,"5,545","0,000","0,000","14,000"
8349038,COLORIN ES COLORADO I,SANTA FE,1,4.C,4,"5,692","-0,049","0,000","6,959"
12949761,COMARCA DEL HOBBIT ECO DOMOS,JUJUY,1,N,2,"-0,048","0,000","0,000","-0,011"
11349080,COME SANO,TUCUMAN,1,5.D,6,"3,849","0,000","0,000","1,850"
6349456,COMERCIAL PESARO,CORDOBA,1,1.VIP,2,"3,175","-0,018","0,000","2,023"
12849327,COMERCIAL V,BUENOS AIRES,1,2.A,3,"2,304","0,000","0,000","3,953"
12849463,COMERCIAL V II,BUENOS AIRES,1,3.B,4,"3,724","-0,684","0,000","1,996"
12849697,COMERCIAL V IV,BUENOS AIRES,1,3.B,4,"2,239","4,111","0,000","3,933"
6149592,COMERCIAL V V,BUENOS AIRES,1,4.C,4,"-0,490","0,000","0,000","2,975"
8249203,COMERCIAL V VI,BUENOS AIRES,1,4.C,4,"1,112","0,000","0,000","3,938"
11349064,COMERCIAL V VII,BUENOS AIRES,1,2.A,3,"5,814","0,000","0,000","2,962"
10149026,COMERCIAL V X,BUENOS AIRES,1,4.C,4,"0,462","0,000","0,000","6,887"
8249207,COMERCIAL V XI,BUENOS AIRES,1,4.C,4,"0,858","0,000","0,000","1,903"
11349077,COMERCIAL V XIII,BUENOS AIRES,1,N,2,"1,679","0,000","0,000","1,632"
6149594,COMERCIALIZADORA COSTA ARAUJO,MENDOZA,1,N,2,"3,984","0,000","0,000","0,000"
8749227,COMERCIALIZADORA DEL SUR,CORRIENTES,1,4.C,4,"-0,038","0,000","0,000","7,937"
10049064,COMERCIALIZADORA DEL SUR 2,CORRIENTES,1,4.C,4,"-0,011","0,000","0,000","3,994"
12849953,COMERCO PAGOS,MENDOZA,1,N,2,"39,741","0,000","0,000","0,000"
8023000,COMMODITO COMUNICACION,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
5349628,COMMODO  VEA  COME SANO AMERICA,TUCUMAN,1,4.C,4,"12,072","0,000","0,000","10,383"
6649046,COMMODO AGENCIA ARCOS PAGOS,CAPITAL FEDERAL,1,2.A,3,"3,537","0,000","0,000","2,997"
5349632,COMMODO AGENCIA DIRECTORIO,CAPITAL FEDERAL,1,N,2,"1,908","-0,926","0,000","2,786"
10349429,COMMODO AL RAMMA DISCO,CORDOBA,1,4.C,4,"0,000","0,000","0,000","0,000"
10349439,COMMODO ANCHORENA,MENDOZA,1,4.C,4,"2,263","0,000","0,000","2,000"
5749065,COMMODO ARPIX MENDOZA,MENDOZA,1,3.B,4,"4,194","-0,734","0,000","2,294"
6149601,COMMODO AVON,MENDOZA,1,1.VIP,2,"6,593","0,000","0,000","4,876"
12449005,COMMODO BELGRANO 679,MENDOZA,1,2.A,3,"3,423","1,405","0,000","9,000"
8749103,COMMODO BOLSA DE COM SEDE LUJAN DE CUYO,MENDOZA,1,3.B,4,"4,344","0,000","0,000","3,000"
8749099,COMMODO BOLSA DE COMERC SEDE GODOY CRUZ,MENDOZA,1,2.A,3,"4,093","0,000","0,000","3,000"
8749110,COMMODO BOLSA DE COMERCIO CAJAS SEGURIDA,MENDOZA,1,N,2,"0,207","0,000","0,000","0,000"
8749111,COMMODO BOLSA DE COMERCIO CENTRAL,MENDOZA,1,2.A,3,"3,279","0,692","0,000","2,000"
8749108,COMMODO BOLSA DE COMERCIO EDIF.NOTARIAL,MENDOZA,1,3.B,4,"1,644","0,000","0,000","9,000"
8749104,COMMODO BOLSA DE COMERCIO GRAL ALVEAR,MENDOZA,1,4.C,4,"0,000","0,000","0,000","5,000"
8749101,COMMODO BOLSA DE COMERCIO GUAYMALLEN,MENDOZA,1,4.C,4,"0,546","0,000","0,000","0,000"
8749102,COMMODO BOLSA DE COMERCIO LA BARRACA,MENDOZA,1,3.B,4,"0,000","0,000","0,000","5,000"
8749113,COMMODO BOLSA DE COMERCIO MAIPU,MENDOZA,1,4.C,4,"1,725","0,000","0,000","2,000"
8749109,COMMODO BOLSA DE COMERCIO RIVADAVIA,MENDOZA,1,4.C,4,"0,000","0,000","0,000","2,000"
8749112,COMMODO BOLSA DE COMERCIO SAN MARTIN,MENDOZA,1,3.B,4,"0,600","0,000","0,000","11,000"
8749107,COMMODO BOLSA DE COMERCIO SAN RAFAEL,MENDOZA,1,4.C,4,"0,000","0,000","0,000","4,000"
12749634,COMMODO BOLSA DE COMERCIO TUNUYAN,MENDOZA,1,N,2,"0,000","0,000","0,000","1,000"
6149433,COMMODO BOULEVARD SARMIENTO,SAN JUAN,1,1.VIP,2,"21,461","1,586","0,000","18,000"
10349496,COMMODO BOULEVARD SARMIENTO II,SAN JUAN,1,4.C,4,"23,611","-0,680","0,000","16,612"
12749493,COMMODO BOVETTI,SALTA,1,N,2,"0,000","0,000","0,000","0,000"
12449704,COMMODO BOX MINIMARKET,MENDOZA,1,2.A,3,"7,579","3,124","0,000","6,253"
12849003,COMMODO CARRIL GODOY CRUZ,MENDOZA,1,2.A,3,"4,253","2,586","0,000","14,000"
10349488,COMMODO CARRIL GODOY CRUZ II,MENDOZA,1,5.D,6,"14,529","0,000","0,000","12,962"
8749313,COMMODO CARRODILLA JUMBO,MENDOZA,1,1.VIP,2,"7,340","2,315","0,000","6,958"
8749082,COMMODO CENTRAL (001),MENDOZA,1,1.VIP,2,"7,723","0,000","0,000","8,704"
5349438,COMMODO CENTRAL PAGOS LA RIBERA,SAN LUIS,1,N,2,"4,000","0,402","0,000","0,000"
10349346,COMMODO CENTRO DE PAGOS DISCO,CORDOBA,1,N,2,"2,102","0,000","0,000","0,000"
10349350,COMMODO CENTRO DE PAGOS EASY,CORDOBA,1,N,2,"0,000","0,000","0,000","0,000"
5349467,COMMODO CENTRO DE PAGOS HIPER EUROPA,SAN LUIS,1,N,2,"0,000","0,000","0,000","0,000"
10349402,COMMODO CENTRO DE PAGOS RICHIERI,CORDOBA,1,2.A,3,"7,000","0,000","0,000","16,000"
5349411,COMMODO CENTRO DE PAGOS VEA MITRE,SAN LUIS,1,N,2,"3,480","0,502","0,000","0,000"
13049591,COMMODO COBROS AGUERO,SAN LUIS,1,5.D,6,"0,000","0,000","0,000","0,000"
5349424,COMMODO COBROS CALILEGUA,JUJUY,1,1.VIP,2,"1,414","0,000","0,000","2,000"
5349589,COMMODO COBROS RIVADAVIA VEA PEATONAL,CATAMARCA,1,4.C,4,"0,052","0,000","0,000","6,000"
6149633,COMMODO CONFIAR RIVADAVIA,SAN JUAN,1,1.VIP,2,"5,764","0,000","0,000","4,906"
6149634,COMMODO CONFIAR TRINIDAD,SAN JUAN,1,1.VIP,2,"0,738","1,942","0,000","2,000"
12449903,COMMODO COPYMARKET,MENDOZA,1,4.C,4,"2,986","0,856","0,000","3,000"
5349607,COMMODO D&G HOLDING DISCO ELCANO,CAPITAL FEDERAL,1,5.D,6,"18,660","0,000","0,000","9,519"
12749541,COMMODO DAD DISCO CASTELAR,BUENOS AIRES,1,4.C,4,"12,480","0,000","0,000","7,303"
12749542,COMMODO DAD DISCO RAMOS,BUENOS AIRES,1,4.C,4,"2,829","0,000","0,000","7,000"
12749537,COMMODO DAD DISCO VICENTE LOPEZ,BUENOS AIRES,1,3.B,4,"19,374","0,000","0,000","19,517"
5349580,COMMODO DAD720 SRL JUMBO V.BALLESTER,BUENOS AIRES,1,4.C,4,"4,573","0,000","0,000","5,000"
9749853,COMMODO DESPENSA IRENE,SAN LUIS,1,5.D,6,"-0,129","0,000","0,000","0,962"
13049554,COMMODO DISCO BANFIELD,BUENOS AIRES,1,N,2,"5,937","0,000","0,000","5,890"
10349449,COMMODO DISCO CANDE FULL VIII,BUENOS AIRES,1,2.A,3,"10,053","0,000","0,000","2,000"
11949928,COMMODO DISCO LA PLATA III AGUS,BUENOS AIRES,1,1.VIP,2,"2,412","1,308","0,000","1,196"
5349614,COMMODO DISCO LA PLATA MARTIN,BUENOS AIRES,1,N,2,"1,893","0,000","0,000","2,000"
5349549,COMMODO DISCO MORON,BUENOS AIRES,1,2.A,3,"3,367","0,856","0,000","2,092"
7149152,COMMODO DISCO RICCHIERI,CORDOBA,1,5.D,6,"3,906","0,000","0,000","4,000"
7149140,COMMODO DISCO RICHIERI ARF,CORDOBA,1,3.B,4,"8,927","0,000","0,000","19,000"
8149906,COMMODO DISCO SAN ISIDRO,BUENOS AIRES,1,N,2,"0,880","1,324","0,000","0,000"
12749215,COMMODO DISCO URIBURU,CAPITAL FEDERAL,1,3.B,4,"0,000","0,599","0,000","6,000"
7149139,COMMODO DISCO VELEZ SARSFIELD,CORDOBA,1,N,2,"4,008","0,000","0,000","3,000"
5349422,COMMODO DISCO VICENTE LOPEZ,BUENOS AIRES,1,N,2,"3,646","0,238","0,000","0,000"
12849742,COMMODO DRUGSTORE 2,CORDOBA,1,N,2,"24,198","2,334","0,000","0,000"
12449978,COMMODO DRUGSTORE 24 GRADOS II,CORDOBA,1,N,2,"7,032","0,475","0,000","0,000"
13049501,COMMODO DRUGSTORE 50 + ESCOBAR,BUENOS AIRES,1,5.D,6,"0,000","0,000","0,000","0,000"
12849838,COMMODO DRUGSTORE DALVIAN,MENDOZA,1,3.B,4,"3,117","1,410","0,000","21,478"
5349521,COMMODO DYG DISCO ELCANO,CAPITAL FEDERAL,1,1.VIP,2,"9,423","9,014","0,000","18,000"
10349388,COMMODO DYG DISCO SAN ISIDRO,BUENOS AIRES,1,2.A,3,"8,532","0,000","0,000","10,000"
10349389,COMMODO DYG DISCO VICENTE LOPEZ,BUENOS AIRES,1,3.B,4,"7,572","1,530","0,000","9,000"
12749658,COMMODO DYG HOLDING DISCO GASCON,CAPITAL FEDERAL,1,5.D,6,"3,271","-0,230","0,000","2,305"
12749657,COMMODO DYG HOLDING DISCO SUCRE,CAPITAL FEDERAL,1,N,2,"0,289","-0,306","0,000","0,784"
12749659,COMMODO DYG HOLDING DISCO URIBURU,CAPITAL FEDERAL,1,N,2,"0,646","-0,396","0,000","0,691"
12749678,COMMODO DYG HOLDING VEA MITRE,BUENOS AIRES,1,5.D,6,"-0,519","-0,334","0,000","-0,371"
10349391,COMMODO DYG JUMBO J.B.JUSTO,CAPITAL FEDERAL,1,N,2,"0,000","0,000","0,000","0,000"
5349550,COMMODO EASY CASEROS,BUENOS AIRES,1,3.B,4,"3,126","0,464","0,000","7,000"
12849973,COMMODO EASY DRUGSTORE DE PRIMERA II,TUCUMAN,1,3.B,4,"5,935","0,000","0,000","2,331"
12849442,COMMODO EASY FACTORY PARQUE BROWN CANDEV,CAPITAL FEDERAL,1,1.VIP,2,"8,359","5,000","0,000","3,860"
9549012,COMMODO EASY ITUZAINGO,BUENOS AIRES,1,2.A,3,"4,830","0,330","0,000","3,046"
10349422,COMMODO EASY LINIERS CANDE 5,CAPITAL FEDERAL,1,3.B,4,"6,404","0,000","0,000","4,000"
10349372,COMMODO EASY MENDOZA 1,MENDOZA,1,2.A,3,"6,472","3,278","0,000","5,000"
11449166,COMMODO EASY PAY,SALTA,1,3.B,4,"9,863","1,000","0,000","32,000"
5849018,COMMODO EASY127 ESP.E3 P.YB-DRUGSTORE,TUCUMAN,1,N,2,"6,508","0,500","0,000","0,000"
13049600,COMMODO EL DKA,LA RIOJA,1,N,2,"0,213","0,000","0,000","0,000"
12849336,COMMODO FAMILLE,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
13049011,COMMODO FLORES,SALTA,1,N,2,"0,000","0,000","0,000","0,000"
11649363,COMMODO GARIBALDI,MENDOZA,1,1.VIP,2,"3,392","2,458","0,000","2,058"
8149822,COMMODO GESTORIA DE SEGUROS,MENDOZA,1,5.D,6,"-0,056","0,000","0,000","1,000"
7549812,COMMODO GIRASOL,NEUQUEN,1,1.VIP,2,"3,358","-0,660","0,000","2,985"
6149495,COMMODO GRAL ACHA,SAN JUAN,1,2.A,3,"4,350","-0,094","0,000","8,657"
12849254,COMMODO JTA,MENDOZA,1,4.C,4,"2,176","3,388","0,000","8,981"
5349434,COMMODO JUJUY,JUJUY,1,1.VIP,2,"2,931","0,952","0,000","2,965"
11949711,COMMODO JUMBO,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
5349639,COMMODO JUMBO ACOYTE,CAPITAL FEDERAL,1,N,2,"2,863","-0,298","0,000","2,574"
10349421,COMMODO JUMBO JUAN B JUSTO CANDE 4,CAPITAL FEDERAL,1,2.A,3,"7,040","0,000","0,000","6,000"
10349491,COMMODO JUMBO MENDOZA,MENDOZA,1,5.D,6,"7,155","0,000","0,000","8,000"
13049535,COMMODO JUMBO MZA,MENDOZA,1,N,2,"3,328","0,000","0,000","4,000"
10349433,COMMODO JUMBO PILAR CANDE VII,BUENOS AIRES,1,3.B,4,"3,730","0,000","0,000","2,000"
11649367,COMMODO JUMBO URQUIZA DABO,CAPITAL FEDERAL,1,1.VIP,2,"3,626","0,000","0,000","2,056"
12849978,COMMODO JURADO PAGOS,SALTA,1,2.A,3,"6,279","1,000","0,000","5,000"
12849714,COMMODO KIWI MARKET,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
5349583,COMMODO LA BODEGA VEA AV BELGRANO S 433,SANTIAGO DEL ESTERO,1,3.B,4,"25,363","0,000","0,000","4,000"
12449648,COMMODO LA CHABONA II SUPER VEA SM 769,CATAMARCA,1,N,2,"4,660","0,000","0,000","4,000"
6149529,COMMODO LA ESKINA,MENDOZA,1,N,2,"2,031","0,500","0,000","0,000"
13049541,COMMODO LA RIOJA,LA RIOJA,1,N,2,"2,331","0,000","0,000","4,616"
12249132,COMMODO LOCUTORIO LAS HERAS,MENDOZA,1,3.B,4,"0,136","1,636","0,000","7,599"
9749918,COMMODO LOS MELLIS,MENDOZA,1,5.D,6,"-0,196","-0,118","0,000","-0,054"
6149399,COMMODO LUJAN,MENDOZA,1,1.VIP,2,"3,766","1,003","0,000","4,147"
9849112,COMMODO LUNA,MENDOZA,1,1.VIP,2,"8,565","3,010","0,000","6,000"
5349331,COMMODO LUZURIAGA,MENDOZA,1,3.B,4,"0,806","-0,010","0,000","2,945"
10349426,COMMODO MAIPU,MENDOZA,1,1.VIP,2,"8,343","0,000","0,000","7,709"
8049158,COMMODO MAIPU,MENDOZA,1,N,2,"14,996","4,956","0,000","12,000"
8749310,COMMODO MALARGUE,MENDOZA,1,1.VIP,2,"10,288","0,000","0,000","5,496"
12949407,COMMODO MATILDE,SALTA,1,1.VIP,2,"35,399","0,000","0,000","1,172"
5349365,COMMODO MAXIKIOSCO MATIAS,MENDOZA,1,1.VIP,2,"4,789","2,139","0,000","1,674"
11649380,COMMODO MENDOZA PLAZA SHOPPING,MENDOZA,1,1.VIP,2,"10,826","7,880","0,000","5,962"
7249179,COMMODO MERCOSUR NOVEDADES,JUJUY,1,1.VIP,2,"2,332","-0,306","0,000","2,458"
9749803,COMMODO MINI SUPER,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
12849650,COMMODO MINIMARKET ALEM,MENDOZA,1,2.A,3,"3,963","3,638","0,000","2,000"
6949846,COMMODO MY SCHOOL,MENDOZA,1,N,2,"0,000","0,000","0,000","0,000"
6149659,COMMODO MYM AUTOSERVICIO,MENDOZA,1,4.C,4,"3,675","0,000","0,000","6,000"
9149053,COMMODO NEW MULTISERVICIOS DISC SANTA FE,CAPITAL FEDERAL,1,2.A,3,"5,260","0,000","0,000","5,000"
9149051,COMMODO NEW MULTISERVICIOS DISCO MONTEVI,CAPITAL FEDERAL,1,3.B,4,"6,429","0,000","0,000","4,000"
9149055,COMMODO NEW MULTISERVICIOS DISCO RIVADAV,CAPITAL FEDERAL,1,2.A,3,"3,414","2,058","0,000","12,000"
12749224,COMMODO NEW MULTISERVICIOS DISCO SALGUER,CAPITAL FEDERAL,1,1.VIP,2,"7,930","1,000","0,000","7,000"
12749220,COMMODO NEW MULTISERVICIOS VEA BULNES,CAPITAL FEDERAL,1,3.B,4,"3,396","1,553","0,000","6,000"
90049050,COMMODO NEW MULTISERVICIOS VEA CORDOBA,CAPITAL FEDERAL,1,N,2,"0,000","0,067","0,000","0,000"
9749636,COMMODO OHANA ALAMCEN,MENDOZA,1,N,2,"3,415","0,996","0,000","0,000"
6749191,COMMODO OZAMIS SUR,MENDOZA,1,2.A,3,"2,918","1,282","0,000","3,000"
11849191,COMMODO PAGOS  ROLDAN,SAN JUAN,1,N,2,"4,116","0,626","0,000","0,000"
9749924,COMMODO PAGOS FERIOZZI,MENDOZA,1,N,2,"1,516","-0,236","0,000","2,596"
6149638,COMMODO PAGOS LOMAS JUMBO,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
10349268,COMMODO PAGOS STARE,MENDOZA,1,N,2,"1,823","0,614","0,000","0,000"
5349353,COMMODO PAGOS TRINIDAD,SAN JUAN,1,N,2,"2,226","0,256","0,000","0,000"
90049052,COMMODO PALMARES,MENDOZA,1,1.VIP,2,"4,877","3,345","0,000","3,593"
10349269,COMMODO PALMIRA,MENDOZA,1,2.A,3,"3,382","2,355","0,000","12,956"
10349432,COMMODO PASEO STARE 1,MENDOZA,1,3.B,4,"4,644","0,000","0,000","3,980"
9749439,COMMODO PASO DE LOS ANDES,MENDOZA,1,1.VIP,2,"4,306","1,761","0,000","9,000"
10349466,COMMODO PATRICIAS MENDOCINAS,MENDOZA,1,N,2,"0,474","0,000","0,000","2,000"
9849246,COMMODO PINKY CEREBRO,MENDOZA,1,5.D,6,"1,994","-0,062","0,000","0,877"
10049127,COMMODO PK2 PORTAL SANTIAGO SHOPPING,SANTIAGO DEL ESTERO,1,5.D,6,"4,144","0,000","0,000","3,775"
90049149,COMMODO PLAZA LAS HERAS,MENDOZA,1,1.VIP,2,"5,038","-0,880","0,000","3,902"
10349359,COMMODO PLAZA VEA LANUS,BUENOS AIRES,1,1.VIP,2,"1,000","0,000","0,000","0,000"
10349358,COMMODO PLAZA VEA SAN JUAN,CAPITAL FEDERAL,1,1.VIP,2,"6,712","0,000","0,000","2,532"
10349246,COMMODO PO&LO,MENDOZA,1,2.A,3,"1,833","2,042","0,000","4,000"
6149657,COMMODO PRET MARIANO MORENO,MENDOZA,1,3.B,4,"10,255","0,000","0,000","4,000"
5349461,COMMODO PUERTO VIRTUAL DISCO J M MORENO,CAPITAL FEDERAL,1,4.C,4,"2,143","0,920","0,000","6,000"
5349446,COMMODO PUERTO VIRTUAL DISCO QUINTANA,CAPITAL FEDERAL,1,3.B,4,"2,811","2,938","0,000","8,000"
5349445,COMMODO PUERTO VIRTUAL DISCO SUCRE,CAPITAL FEDERAL,1,5.D,6,"0,182","0,000","0,000","3,000"
5349456,COMMODO PUERTO VIRTUAL JUMBO ACOYTE,CAPITAL FEDERAL,1,4.C,4,"1,451","1,902","0,000","15,000"
5349488,COMMODO PUERTO VIRTUAL JUMBO VICTORIA,CAPITAL FEDERAL,1,4.C,4,"2,965","4,214","0,000","9,000"
5349458,COMMODO PUERTO VIRTUAL VEA INDEPENDENCIA,CAPITAL FEDERAL,1,4.C,4,"1,489","0,000","0,000","6,000"
10349376,COMMODO QUINTA,MENDOZA,1,1.VIP,2,"7,660","4,224","0,000","8,177"
10349280,COMMODO R PENA CONSULTORA,MENDOZA,1,4.C,4,"0,107","0,950","0,000","2,913"
5849016,COMMODO RAMOS MEJIA,BUENOS AIRES,1,N,2,"0,000","0,818","0,000","0,000"
5349625,COMMODO REKAPITAL BOEDO,CAPITAL FEDERAL,1,5.D,6,"9,100","0,000","0,000","8,000"
5349624,COMMODO REKAPITAL BULNES,CAPITAL FEDERAL,1,5.D,6,"5,300","-1,502","0,000","4,601"
5349626,COMMODO REKAPITAL SALGUERO,CAPITAL FEDERAL,1,5.D,6,"24,880","-3,865","0,000","16,858"
12449906,COMMODO RIVADAVIA,MENDOZA,1,1.VIP,2,"6,570","3,178","0,000","2,573"
5349592,COMMODO SAN MARTIN EXPRESS,MENDOZA,1,5.D,6,"1,761","0,000","0,000","1,000"
8749137,COMMODO SARMIENTO,MENDOZA,1,1.VIP,2,"3,546","2,000","0,000","4,152"
5349472,COMMODO SERVICIOS DISCO TORTUGUITAS,BUENOS AIRES,1,4.C,4,"0,000","0,949","0,000","0,000"
5849017,COMMODO SERVICIOS EASY PILAR,BUENOS AIRES,1,N,2,"0,000","0,000","0,000","0,000"
